"Time","FiringRate (200) GanglionGainControl","FiringRate (201) GanglionGainControl","FiringRate (202) GanglionGainControl","FiringRate (203) GanglionGainControl","FiringRate (204) GanglionGainControl","FiringRate (205) GanglionGainControl","FiringRate (206) GanglionGainControl","FiringRate (207) GanglionGainControl","FiringRate (208) GanglionGainControl","FiringRate (209) GanglionGainControl","FiringRate (210) GanglionGainControl","FiringRate (211) GanglionGainControl","FiringRate (212) GanglionGainControl","FiringRate (213) GanglionGainControl","FiringRate (214) GanglionGainControl","FiringRate (215) GanglionGainControl","FiringRate (216) GanglionGainControl","FiringRate (217) GanglionGainControl","FiringRate (218) GanglionGainControl","FiringRate (219) GanglionGainControl","FiringRate (220) GanglionGainControl","FiringRate (221) GanglionGainControl","FiringRate (222) GanglionGainControl","FiringRate (223) GanglionGainControl","FiringRate (224) GanglionGainControl","FiringRate (225) GanglionGainControl","FiringRate (226) GanglionGainControl","FiringRate (227) GanglionGainControl","FiringRate (228) GanglionGainControl","FiringRate (229) GanglionGainControl","FiringRate (230) GanglionGainControl","FiringRate (231) GanglionGainControl","FiringRate (232) GanglionGainControl","FiringRate (233) GanglionGainControl","FiringRate (234) GanglionGainControl","FiringRate (235) GanglionGainControl","FiringRate (236) GanglionGainControl","FiringRate (237) GanglionGainControl","FiringRate (238) GanglionGainControl","FiringRate (239) GanglionGainControl","FiringRate (240) GanglionGainControl","FiringRate (241) GanglionGainControl","FiringRate (242) GanglionGainControl","FiringRate (243) GanglionGainControl","FiringRate (244) GanglionGainControl","FiringRate (245) GanglionGainControl","FiringRate (246) GanglionGainControl","FiringRate (247) GanglionGainControl","FiringRate (248) GanglionGainControl","FiringRate (249) GanglionGainControl","FiringRate (250) GanglionGainControl","FiringRate (251) GanglionGainControl","FiringRate (252) GanglionGainControl","FiringRate (253) GanglionGainControl","FiringRate (254) GanglionGainControl","FiringRate (255) GanglionGainControl","FiringRate (256) GanglionGainControl","FiringRate (257) GanglionGainControl","FiringRate (258) GanglionGainControl","FiringRate (259) GanglionGainControl","FiringRate (260) GanglionGainControl","FiringRate (261) GanglionGainControl","FiringRate (262) GanglionGainControl","FiringRate (263) GanglionGainControl","FiringRate (264) GanglionGainControl","FiringRate (265) GanglionGainControl","FiringRate (266) GanglionGainControl","FiringRate (267) GanglionGainControl","FiringRate (268) GanglionGainControl","FiringRate (269) GanglionGainControl","FiringRate (270) GanglionGainControl","FiringRate (271) GanglionGainControl","FiringRate (272) GanglionGainControl","FiringRate (273) GanglionGainControl","FiringRate (274) GanglionGainControl","FiringRate (275) GanglionGainControl","FiringRate (276) GanglionGainControl","FiringRate (277) GanglionGainControl","FiringRate (278) GanglionGainControl","FiringRate (279) GanglionGainControl","FiringRate (280) GanglionGainControl","FiringRate (281) GanglionGainControl","FiringRate (282) GanglionGainControl","FiringRate (283) GanglionGainControl","FiringRate (284) GanglionGainControl","FiringRate (285) GanglionGainControl","FiringRate (286) GanglionGainControl","FiringRate (287) GanglionGainControl","FiringRate (288) GanglionGainControl","FiringRate (289) GanglionGainControl","FiringRate (290) GanglionGainControl","FiringRate (291) GanglionGainControl","FiringRate (292) GanglionGainControl","FiringRate (293) GanglionGainControl","FiringRate (294) GanglionGainControl","FiringRate (295) GanglionGainControl","FiringRate (296) GanglionGainControl","FiringRate (297) GanglionGainControl","FiringRate (298) GanglionGainControl","FiringRate (299) GanglionGainControl"
0.625,0.070769,0.070769,0.070769,0.070769,0.070769,0.070769,0.070769,0.070769,0.070769,0.070769,0.240209,0.240209,0.240209,0.240209,0.240209,0.240209,0.240209,0.240209,0.240209,0.240209,1.51525,1.51525,1.51525,1.51525,1.51525,1.51525,1.51525,1.51525,1.51525,1.51525,6.49237,6.49237,6.49237,6.49237,6.49237,6.49237,6.49237,6.49237,6.49237,6.49237,14.6005,14.6005,14.6005,14.6005,14.6005,14.6005,14.6005,14.6005,14.6005,14.6005,22.855,22.855,22.855,22.855,22.855,22.855,22.855,22.855,22.855,22.855,34.147,34.147,34.147,34.147,34.147,34.147,34.147,34.147,34.147,34.147,45.1551,45.1551,45.1551,45.1551,45.1551,45.1551,45.1551,45.1551,45.1551,45.1551,58.6212,58.6212,58.6212,58.6212,58.6212,58.6212,58.6212,58.6212,58.6212,58.6212,68.2848,68.2848,68.2848,68.2848,68.2848,68.2848,68.2848,68.2848,68.2848,68.2848
0.626,0.0673176,0.0673176,0.0673176,0.0673176,0.0673176,0.0673176,0.0673176,0.0673176,0.0673176,0.0673176,0.228494,0.228494,0.228494,0.228494,0.228494,0.228494,0.228494,0.228494,0.228494,0.228494,1.44135,1.44135,1.44135,1.44135,1.44135,1.44135,1.44135,1.44135,1.44135,1.44135,6.30467,6.30467,6.30467,6.30467,6.30467,6.30467,6.30467,6.30467,6.30467,6.30467,14.3738,14.3738,14.3738,14.3738,14.3738,14.3738,14.3738,14.3738,14.3738,14.3738,22.5904,22.5904,22.5904,22.5904,22.5904,22.5904,22.5904,22.5904,22.5904,22.5904,33.8348,33.8348,33.8348,33.8348,33.8348,33.8348,33.8348,33.8348,33.8348,33.8348,44.8047,44.8047,44.8047,44.8047,44.8047,44.8047,44.8047,44.8047,44.8047,44.8047,58.241,58.241,58.241,58.241,58.241,58.241,58.241,58.241,58.241,58.241,67.8996,67.8996,67.8996,67.8996,67.8996,67.8996,67.8996,67.8996,67.8996,67.8996
0.627,0.0640345,0.0640345,0.0640345,0.0640345,0.0640345,0.0640345,0.0640345,0.0640345,0.0640345,0.0640345,0.21735,0.21735,0.21735,0.21735,0.21735,0.21735,0.21735,0.21735,0.21735,0.21735,1.37105,1.37105,1.37105,1.37105,1.37105,1.37105,1.37105,1.37105,1.37105,1.37105,6.11788,6.11788,6.11788,6.11788,6.11788,6.11788,6.11788,6.11788,6.11788,6.11788,14.1483,14.1483,14.1483,14.1483,14.1483,14.1483,14.1483,14.1483,14.1483,14.1483,22.327,22.327,22.327,22.327,22.327,22.327,22.327,22.327,22.327,22.327,33.5239,33.5239,33.5239,33.5239,33.5239,33.5239,33.5239,33.5239,33.5239,33.5239,44.4553,44.4553,44.4553,44.4553,44.4553,44.4553,44.4553,44.4553,44.4553,44.4553,57.8611,57.8611,57.8611,57.8611,57.8611,57.8611,57.8611,57.8611,57.8611,57.8611,67.5136,67.5136,67.5136,67.5136,67.5136,67.5136,67.5136,67.5136,67.5136,67.5136
0.628,0.0609115,0.0609115,0.0609115,0.0609115,0.0609115,0.0609115,0.0609115,0.0609115,0.0609115,0.0609115,0.20675,0.20675,0.20675,0.20675,0.20675,0.20675,0.20675,0.20675,0.20675,0.20675,1.30419,1.30419,1.30419,1.30419,1.30419,1.30419,1.30419,1.30419,1.30419,1.30419,5.93201,5.93201,5.93201,5.93201,5.93201,5.93201,5.93201,5.93201,5.93201,5.93201,13.9238,13.9238,13.9238,13.9238,13.9238,13.9238,13.9238,13.9238,13.9238,13.9238,22.0648,22.0648,22.0648,22.0648,22.0648,22.0648,22.0648,22.0648,22.0648,22.0648,33.2142,33.2142,33.2142,33.2142,33.2142,33.2142,33.2142,33.2142,33.2142,33.2142,44.1069,44.1069,44.1069,44.1069,44.1069,44.1069,44.1069,44.1069,44.1069,44.1069,57.4814,57.4814,57.4814,57.4814,57.4814,57.4814,57.4814,57.4814,57.4814,57.4814,67.127,67.127,67.127,67.127,67.127,67.127,67.127,67.127,67.127,67.127
0.629,0.0579408,0.0579408,0.0579408,0.0579408,0.0579408,0.0579408,0.0579408,0.0579408,0.0579408,0.0579408,0.196667,0.196667,0.196667,0.196667,0.196667,0.196667,0.196667,0.196667,0.196667,0.196667,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,5.74704,5.74704,5.74704,5.74704,5.74704,5.74704,5.74704,5.74704,5.74704,5.74704,13.7004,13.7004,13.7004,13.7004,13.7004,13.7004,13.7004,13.7004,13.7004,13.7004,21.8037,21.8037,21.8037,21.8037,21.8037,21.8037,21.8037,21.8037,21.8037,21.8037,32.9057,32.9057,32.9057,32.9057,32.9057,32.9057,32.9057,32.9057,32.9057,32.9057,43.7595,43.7595,43.7595,43.7595,43.7595,43.7595,43.7595,43.7595,43.7595,43.7595,57.1021,57.1021,57.1021,57.1021,57.1021,57.1021,57.1021,57.1021,57.1021,57.1021,66.7396,66.7396,66.7396,66.7396,66.7396,66.7396,66.7396,66.7396,66.7396,66.7396
0.63,0.055115,0.055115,0.055115,0.055115,0.055115,0.055115,0.055115,0.055115,0.055115,0.055115,0.187075,0.187075,0.187075,0.187075,0.187075,0.187075,0.187075,0.187075,0.187075,0.187075,1.18008,1.18008,1.18008,1.18008,1.18008,1.18008,1.18008,1.18008,1.18008,1.18008,5.56297,5.56297,5.56297,5.56297,5.56297,5.56297,5.56297,5.56297,5.56297,5.56297,13.4781,13.4781,13.4781,13.4781,13.4781,13.4781,13.4781,13.4781,13.4781,13.4781,21.5438,21.5438,21.5438,21.5438,21.5438,21.5438,21.5438,21.5438,21.5438,21.5438,32.5984,32.5984,32.5984,32.5984,32.5984,32.5984,32.5984,32.5984,32.5984,32.5984,43.4131,43.4131,43.4131,43.4131,43.4131,43.4131,43.4131,43.4131,43.4131,43.4131,56.7231,56.7231,56.7231,56.7231,56.7231,56.7231,56.7231,56.7231,56.7231,56.7231,66.3517,66.3517,66.3517,66.3517,66.3517,66.3517,66.3517,66.3517,66.3517,66.3517
0.631,0.052427,0.052427,0.052427,0.052427,0.052427,0.052427,0.052427,0.052427,0.052427,0.052427,0.177952,0.177951,0.177951,0.177951,0.177951,0.177951,0.177951,0.177951,0.177952,0.177952,1.12252,1.12252,1.12252,1.12252,1.12252,1.12252,1.12252,1.12252,1.12252,1.12252,5.3798,5.3798,5.3798,5.3798,5.3798,5.3798,5.3798,5.3798,5.3798,5.3798,13.2568,13.2568,13.2568,13.2568,13.2568,13.2568,13.2568,13.2568,13.2568,13.2568,21.2851,21.2851,21.2851,21.2851,21.2851,21.2851,21.2851,21.2851,21.2851,21.2851,32.2923,32.2923,32.2923,32.2923,32.2923,32.2923,32.2923,32.2923,32.2923,32.2923,43.0678,43.0678,43.0678,43.0678,43.0678,43.0678,43.0678,43.0678,43.0678,43.0678,56.3445,56.3445,56.3445,56.3445,56.3445,56.3445,56.3445,56.3445,56.3445,56.3445,65.9633,65.9633,65.9633,65.9633,65.9633,65.9633,65.9633,65.9633,65.9633,65.9633
0.632,0.0498701,0.0498701,0.0498701,0.0498701,0.0498701,0.0498701,0.0498701,0.0498701,0.0498701,0.0498701,0.169273,0.169273,0.169273,0.169273,0.169273,0.169273,0.169273,0.169273,0.169273,0.169273,1.06778,1.06778,1.06778,1.06778,1.06778,1.06778,1.06778,1.06778,1.06778,1.06778,5.19752,5.19752,5.19752,5.19752,5.19752,5.19752,5.19752,5.19752,5.19752,5.19752,13.0365,13.0365,13.0365,13.0365,13.0365,13.0365,13.0365,13.0365,13.0365,13.0365,21.0275,21.0275,21.0275,21.0275,21.0275,21.0275,21.0275,21.0275,21.0275,21.0275,31.9874,31.9874,31.9874,31.9874,31.9874,31.9874,31.9874,31.9874,31.9874,31.9874,42.7235,42.7235,42.7235,42.7235,42.7235,42.7235,42.7235,42.7235,42.7235,42.7235,55.9663,55.9663,55.9663,55.9663,55.9663,55.9663,55.9663,55.9663,55.9663,55.9663,65.5744,65.5744,65.5744,65.5744,65.5744,65.5744,65.5744,65.5744,65.5744,65.5744
0.633,0.0474379,0.0474379,0.0474379,0.0474379,0.0474379,0.0474379,0.0474379,0.0474379,0.0474379,0.0474379,0.161017,0.161017,0.161017,0.161017,0.161017,0.161017,0.161017,0.161017,0.161017,0.161017,1.0157,1.0157,1.0157,1.0157,1.0157,1.0157,1.0157,1.0157,1.0157,1.0157,5.01613,5.01613,5.01613,5.01613,5.01613,5.01613,5.01613,5.01613,5.01613,5.01613,12.8173,12.8173,12.8173,12.8173,12.8173,12.8173,12.8173,12.8173,12.8173,12.8173,20.7711,20.7711,20.7711,20.7711,20.7711,20.7711,20.7711,20.7711,20.7711,20.7711,31.6837,31.6837,31.6837,31.6837,31.6837,31.6837,31.6837,31.6837,31.6837,31.6837,42.3803,42.3803,42.3803,42.3803,42.3803,42.3803,42.3803,42.3803,42.3803,42.3803,55.5885,55.5885,55.5885,55.5885,55.5885,55.5885,55.5885,55.5885,55.5885,55.5885,65.1852,65.1852,65.1852,65.1852,65.1852,65.1852,65.1852,65.1852,65.1852,65.1852
0.634,0.0451243,0.0451243,0.0451243,0.0451243,0.0451243,0.0451243,0.0451243,0.0451243,0.0451243,0.0451243,0.153164,0.153164,0.153164,0.153164,0.153164,0.153164,0.153164,0.153164,0.153164,0.153164,0.966165,0.966165,0.966165,0.966165,0.966165,0.966165,0.966165,0.966165,0.966165,0.966165,4.83562,4.83562,4.83562,4.83562,4.83562,4.83562,4.83562,4.83562,4.83562,4.83562,12.5992,12.5992,12.5992,12.5992,12.5992,12.5992,12.5992,12.5992,12.5992,12.5992,20.5159,20.5159,20.5159,20.5159,20.5159,20.5159,20.5159,20.5159,20.5159,20.5159,31.3813,31.3813,31.3813,31.3813,31.3813,31.3813,31.3813,31.3813,31.3813,31.3813,42.0382,42.0382,42.0382,42.0382,42.0382,42.0382,42.0382,42.0382,42.0382,42.0382,55.2112,55.2112,55.2112,55.2112,55.2112,55.2112,55.2112,55.2112,55.2112,55.2112,64.7955,64.7955,64.7955,64.7955,64.7955,64.7955,64.7955,64.7955,64.7955,64.7955
0.635,0.0429236,0.0429236,0.0429236,0.0429236,0.0429236,0.0429236,0.0429236,0.0429236,0.0429236,0.0429236,0.145694,0.145694,0.145694,0.145694,0.145694,0.145694,0.145694,0.145694,0.145694,0.145694,0.919044,0.919044,0.919044,0.919044,0.919044,0.919044,0.919044,0.919044,0.919044,0.919044,4.656,4.656,4.656,4.656,4.656,4.656,4.656,4.656,4.656,4.656,12.3821,12.3821,12.3821,12.3821,12.3821,12.3821,12.3821,12.3821,12.3821,12.3821,20.2618,20.2618,20.2618,20.2618,20.2618,20.2618,20.2618,20.2618,20.2618,20.2618,31.0801,31.0801,31.0801,31.0801,31.0801,31.0801,31.0801,31.0801,31.0801,31.0801,41.6971,41.6971,41.6971,41.6971,41.6971,41.6971,41.6971,41.6971,41.6971,41.6971,54.8345,54.8345,54.8345,54.8345,54.8345,54.8345,54.8345,54.8345,54.8345,54.8345,64.4057,64.4056,64.4056,64.4056,64.4056,64.4056,64.4056,64.4056,64.4057,64.4057
0.636,0.0408302,0.0408302,0.0408302,0.0408302,0.0408302,0.0408302,0.0408302,0.0408302,0.0408302,0.0408302,0.138589,0.138589,0.138589,0.138589,0.138589,0.138589,0.138589,0.138589,0.138589,0.138589,0.874222,0.874222,0.874222,0.874222,0.874222,0.874222,0.874222,0.874222,0.874222,0.874222,4.47726,4.47726,4.47726,4.47726,4.47726,4.47726,4.47726,4.47726,4.47726,4.47726,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,12.166,20.0089,20.0089,20.0089,20.0089,20.0089,20.0089,20.0089,20.0089,20.0089,20.0089,30.7801,30.7801,30.7801,30.7801,30.7801,30.7801,30.7801,30.7801,30.7801,30.7801,41.3571,41.3571,41.3571,41.3571,41.3571,41.3571,41.3571,41.3571,41.3571,41.3571,54.4583,54.4583,54.4583,54.4583,54.4583,54.4583,54.4583,54.4583,54.4583,54.4583,64.0155,64.0155,64.0155,64.0155,64.0155,64.0155,64.0155,64.0155,64.0155,64.0155
0.637,0.0388389,0.0388389,0.0388389,0.0388389,0.0388389,0.0388389,0.0388389,0.0388389,0.0388389,0.0388389,0.13183,0.13183,0.13183,0.13183,0.13183,0.13183,0.13183,0.13183,0.13183,0.13183,0.831586,0.831586,0.831586,0.831586,0.831586,0.831586,0.831586,0.831586,0.831586,0.831586,4.29938,4.29938,4.29938,4.29938,4.29938,4.29938,4.29938,4.29938,4.29938,4.29939,11.9509,11.9509,11.9509,11.9509,11.9509,11.9509,11.9509,11.9509,11.9509,11.9509,19.7571,19.7571,19.7571,19.7571,19.7571,19.7571,19.7571,19.7571,19.7571,19.7571,30.4813,30.4813,30.4813,30.4813,30.4813,30.4813,30.4813,30.4813,30.4813,30.4813,41.0183,41.0183,41.0183,41.0183,41.0183,41.0183,41.0183,41.0183,41.0183,41.0183,54.0826,54.0826,54.0826,54.0826,54.0826,54.0826,54.0826,54.0826,54.0826,54.0826,63.6252,63.6252,63.6252,63.6252,63.6252,63.6252,63.6252,63.6252,63.6252,63.6252
0.638,0.0369447,0.0369447,0.0369447,0.0369447,0.0369447,0.0369447,0.0369447,0.0369447,0.0369447,0.0369447,0.1254,0.1254,0.1254,0.1254,0.1254,0.1254,0.1254,0.1254,0.1254,0.1254,0.791029,0.791029,0.791029,0.791029,0.791029,0.791029,0.791029,0.791029,0.791029,0.791029,4.12238,4.12238,4.12238,4.12238,4.12238,4.12238,4.12238,4.12238,4.12238,4.12238,11.7369,11.7369,11.7369,11.7369,11.7369,11.7369,11.7369,11.7369,11.7369,11.7369,19.5065,19.5065,19.5065,19.5065,19.5065,19.5065,19.5065,19.5065,19.5065,19.5065,30.1837,30.1837,30.1837,30.1837,30.1837,30.1837,30.1837,30.1837,30.1837,30.1837,40.6805,40.6805,40.6805,40.6805,40.6805,40.6805,40.6805,40.6805,40.6805,40.6805,53.7076,53.7076,53.7076,53.7076,53.7076,53.7076,53.7076,53.7076,53.7076,53.7076,63.2348,63.2348,63.2348,63.2348,63.2348,63.2348,63.2348,63.2348,63.2348,63.2348
0.639,0.0351429,0.0351429,0.0351429,0.0351429,0.0351429,0.0351429,0.0351429,0.0351429,0.0351429,0.0351429,0.119284,0.119284,0.119284,0.119284,0.119284,0.119284,0.119284,0.119284,0.119284,0.119284,0.75245,0.75245,0.75245,0.75245,0.75245,0.75245,0.75245,0.75245,0.75245,0.75245,3.94625,3.94625,3.94625,3.94625,3.94625,3.94625,3.94625,3.94625,3.94625,3.94625,11.5239,11.5239,11.5239,11.5239,11.5239,11.5239,11.5239,11.5239,11.5239,11.5239,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,19.257,29.8874,29.8874,29.8874,29.8874,29.8874,29.8874,29.8874,29.8874,29.8874,29.8874,40.3439,40.3439,40.3439,40.3439,40.3439,40.3439,40.3439,40.3439,40.3439,40.3439,53.3331,53.3331,53.3331,53.3331,53.3331,53.3331,53.3331,53.3331,53.3331,53.3331,62.8443,62.8443,62.8443,62.8443,62.8443,62.8443,62.8443,62.8443,62.8443,62.8443
0.64,0.0334289,0.0334289,0.0334289,0.0334289,0.0334289,0.0334289,0.0334289,0.0334289,0.0334289,0.0334289,0.113467,0.113467,0.113467,0.113467,0.113467,0.113467,0.113467,0.113467,0.113467,0.113467,0.715752,0.715752,0.715752,0.715752,0.715752,0.715752,0.715752,0.715752,0.715752,0.715752,3.77097,3.77097,3.77097,3.77097,3.77097,3.77097,3.77097,3.77097,3.77097,3.77097,11.3119,11.3119,11.3119,11.3119,11.3119,11.3119,11.3119,11.3119,11.3119,11.3119,19.0087,19.0087,19.0087,19.0087,19.0087,19.0087,19.0087,19.0087,19.0087,19.0087,29.5922,29.5922,29.5922,29.5922,29.5922,29.5922,29.5922,29.5922,29.5922,29.5922,40.0084,40.0084,40.0084,40.0084,40.0084,40.0084,40.0084,40.0084,40.0084,40.0084,52.9594,52.9594,52.9594,52.9594,52.9594,52.9594,52.9594,52.9594,52.9594,52.9594,62.4538,62.4538,62.4538,62.4538,62.4538,62.4538,62.4538,62.4538,62.4538,62.4538
0.641,0.0317986,0.0317986,0.0317986,0.0317986,0.0317986,0.0317986,0.0317986,0.0317986,0.0317986,0.0317986,0.107933,0.107933,0.107933,0.107933,0.107933,0.107933,0.107933,0.107933,0.107933,0.107933,0.680845,0.680845,0.680845,0.680845,0.680845,0.680845,0.680845,0.680845,0.680845,0.680845,3.59656,3.59656,3.59656,3.59656,3.59656,3.59656,3.59656,3.59656,3.59656,3.59656,11.1009,11.1009,11.1009,11.1009,11.1009,11.1009,11.1009,11.1009,11.1009,11.1009,18.7615,18.7615,18.7615,18.7615,18.7615,18.7615,18.7615,18.7615,18.7615,18.7615,29.2983,29.2983,29.2983,29.2983,29.2983,29.2983,29.2983,29.2983,29.2983,29.2983,39.674,39.674,39.674,39.674,39.674,39.674,39.674,39.674,39.674,39.674,52.5863,52.5863,52.5863,52.5863,52.5863,52.5863,52.5863,52.5863,52.5863,52.5863,62.0633,62.0633,62.0633,62.0633,62.0633,62.0633,62.0633,62.0633,62.0633,62.0633
0.642,0.0302477,0.0302477,0.0302477,0.0302477,0.0302477,0.0302477,0.0302477,0.0302477,0.0302477,0.0302477,0.102669,0.102669,0.102669,0.102669,0.102669,0.102669,0.102669,0.102669,0.102669,0.102669,0.64764,0.647639,0.647639,0.647639,0.647639,0.647639,0.647639,0.647639,0.64764,0.64764,3.42299,3.42299,3.42299,3.42299,3.42299,3.42299,3.42299,3.42299,3.42299,3.42299,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891,10.891,18.5155,18.5155,18.5155,18.5155,18.5155,18.5155,18.5155,18.5155,18.5155,18.5155,29.0056,29.0056,29.0056,29.0056,29.0056,29.0056,29.0056,29.0056,29.0056,29.0056,39.3408,39.3408,39.3408,39.3408,39.3408,39.3408,39.3408,39.3408,39.3408,39.3408,52.2139,52.2139,52.2139,52.2139,52.2139,52.2139,52.2139,52.2139,52.2139,52.2139,61.6729,61.6729,61.6729,61.6729,61.6729,61.6729,61.6729,61.6729,61.6729,61.6729
0.643,0.0287725,0.0287725,0.0287725,0.0287725,0.0287725,0.0287725,0.0287725,0.0287725,0.0287725,0.0287725,0.0976619,0.0976619,0.0976618,0.0976618,0.0976618,0.0976618,0.0976618,0.0976619,0.0976619,0.0976619,0.616054,0.616054,0.616054,0.616054,0.616054,0.616054,0.616054,0.616054,0.616054,0.616054,3.25605,3.25605,3.25605,3.25605,3.25605,3.25605,3.25605,3.25605,3.25605,3.25605,10.682,10.682,10.682,10.682,10.682,10.682,10.682,10.682,10.682,10.682,18.2706,18.2706,18.2706,18.2706,18.2706,18.2706,18.2706,18.2706,18.2706,18.2706,28.7142,28.7142,28.7142,28.7142,28.7142,28.7142,28.7142,28.7142,28.7142,28.7142,39.0087,39.0087,39.0087,39.0087,39.0087,39.0087,39.0087,39.0087,39.0087,39.0087,51.8422,51.8422,51.8422,51.8422,51.8422,51.8422,51.8422,51.8422,51.8422,51.8422,61.2826,61.2826,61.2826,61.2826,61.2826,61.2826,61.2826,61.2826,61.2826,61.2826
0.644,0.0273693,0.0273693,0.0273693,0.0273693,0.0273693,0.0273693,0.0273693,0.0273693,0.0273693,0.0273693,0.0928988,0.0928988,0.0928988,0.0928988,0.0928988,0.0928988,0.0928988,0.0928988,0.0928988,0.0928988,0.586008,0.586008,0.586008,0.586008,0.586008,0.586008,0.586008,0.586008,0.586008,0.586009,3.09725,3.09725,3.09725,3.09725,3.09725,3.09725,3.09725,3.09725,3.09725,3.09725,10.4741,10.4741,10.4741,10.4741,10.4741,10.4741,10.4741,10.4741,10.4741,10.4741,18.0268,18.0268,18.0268,18.0268,18.0268,18.0268,18.0268,18.0268,18.0268,18.0268,28.4239,28.4239,28.4239,28.4239,28.4239,28.4239,28.4239,28.4239,28.4239,28.4239,38.6777,38.6777,38.6777,38.6777,38.6777,38.6777,38.6777,38.6777,38.6777,38.6777,51.4713,51.4713,51.4713,51.4713,51.4713,51.4713,51.4713,51.4713,51.4713,51.4713,60.8924,60.8924,60.8924,60.8924,60.8924,60.8924,60.8924,60.8924,60.8924,60.8924
0.645,0.0260345,0.0260345,0.0260345,0.0260345,0.0260345,0.0260345,0.0260345,0.0260345,0.0260345,0.0260345,0.0883681,0.0883681,0.0883681,0.0883681,0.0883681,0.0883681,0.0883681,0.0883681,0.0883681,0.0883681,0.557428,0.557428,0.557428,0.557428,0.557428,0.557428,0.557428,0.557428,0.557428,0.557429,2.9462,2.9462,2.9462,2.9462,2.9462,2.9462,2.9462,2.9462,2.9462,2.9462,10.2671,10.2671,10.2671,10.2671,10.2671,10.2671,10.2671,10.2671,10.2671,10.2671,17.7841,17.7841,17.7841,17.7841,17.7841,17.7841,17.7841,17.7841,17.7841,17.7841,28.1349,28.1349,28.1349,28.1349,28.1349,28.1349,28.1349,28.1349,28.1349,28.1349,38.348,38.348,38.348,38.348,38.348,38.348,38.348,38.348,38.348,38.348,51.1012,51.1012,51.1012,51.1012,51.1012,51.1012,51.1012,51.1012,51.1012,51.1012,60.5024,60.5024,60.5024,60.5024,60.5024,60.5024,60.5024,60.5024,60.5024,60.5024
0.646,0.0247648,0.0247648,0.0247648,0.0247648,0.0247648,0.0247648,0.0247648,0.0247648,0.0247648,0.0247648,0.0840583,0.0840583,0.0840583,0.0840583,0.0840583,0.0840583,0.0840583,0.0840583,0.0840583,0.0840583,0.530242,0.530242,0.530242,0.530242,0.530242,0.530242,0.530242,0.530242,0.530242,0.530242,2.80251,2.80251,2.80251,2.80251,2.80251,2.80251,2.80251,2.80251,2.80251,2.80251,10.0612,10.0612,10.0612,10.0612,10.0612,10.0612,10.0612,10.0612,10.0612,10.0612,17.5426,17.5426,17.5426,17.5426,17.5426,17.5426,17.5426,17.5426,17.5426,17.5426,27.8471,27.8471,27.8471,27.8471,27.8471,27.8471,27.8471,27.8471,27.8471,27.8471,38.0194,38.0194,38.0194,38.0194,38.0194,38.0194,38.0194,38.0194,38.0194,38.0194,50.7319,50.7319,50.7319,50.7319,50.7319,50.7319,50.7319,50.7319,50.7319,50.7319,60.1127,60.1127,60.1127,60.1127,60.1127,60.1127,60.1127,60.1127,60.1127,60.1127
0.647,0.023557,0.023557,0.023557,0.023557,0.023557,0.023557,0.023557,0.023557,0.023557,0.023557,0.0799588,0.0799588,0.0799588,0.0799588,0.0799588,0.0799588,0.0799588,0.0799588,0.0799588,0.0799588,0.504382,0.504382,0.504382,0.504382,0.504382,0.504382,0.504382,0.504382,0.504382,0.504382,2.66583,2.66583,2.66583,2.66583,2.66583,2.66583,2.66583,2.66583,2.66583,2.66583,9.85619,9.85619,9.85619,9.85619,9.85619,9.85619,9.85619,9.85619,9.85619,9.85619,17.3022,17.3022,17.3022,17.3022,17.3022,17.3022,17.3022,17.3022,17.3022,17.3022,27.5605,27.5605,27.5605,27.5605,27.5605,27.5605,27.5605,27.5605,27.5605,27.5605,37.692,37.692,37.692,37.692,37.692,37.692,37.692,37.692,37.692,37.692,50.3634,50.3634,50.3634,50.3634,50.3634,50.3634,50.3634,50.3634,50.3634,50.3634,59.7233,59.7233,59.7233,59.7233,59.7233,59.7233,59.7233,59.7233,59.7233,59.7233
0.648,0.0224081,0.0224081,0.0224081,0.0224081,0.0224081,0.0224081,0.0224081,0.0224081,0.0224081,0.0224081,0.0760591,0.0760591,0.0760591,0.0760591,0.0760591,0.0760591,0.0760591,0.0760591,0.0760591,0.0760591,0.479783,0.479783,0.479783,0.479783,0.479783,0.479783,0.479783,0.479783,0.479783,0.479783,2.53582,2.53582,2.53582,2.53582,2.53582,2.53582,2.53582,2.53582,2.53582,2.53582,9.6522,9.6522,9.6522,9.6522,9.6522,9.6522,9.6522,9.6522,9.6522,9.6522,17.0629,17.0629,17.0629,17.0629,17.0629,17.0629,17.0629,17.0629,17.0629,17.0629,27.2752,27.2752,27.2752,27.2752,27.2752,27.2752,27.2752,27.2752,27.2752,27.2752,37.3657,37.3657,37.3657,37.3657,37.3657,37.3657,37.3657,37.3657,37.3657,37.3657,49.9957,49.9957,49.9957,49.9957,49.9957,49.9957,49.9957,49.9957,49.9957,49.9957,59.3342,59.3342,59.3342,59.3342,59.3342,59.3342,59.3342,59.3342,59.3342,59.3342
